eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
nan,nan,67.0,0.0015044420724734664,0.0013020833721384406,2.706554412841797,-0.0038164204452186823,1.2710946798324585,-0.012347221374511719,1.0,16.0,15.145025588,1024.0
29.0,0.0,77.0,0.003949880599975586,0.0485026054084301,2.6955249309539795,-0.004914587363600731,0.20794354379177094,0.07260763645172119,2.0,32.0,28.360598138999997,2048.0
38.5,-0.5,78.0,0.004680292215198278,0.0550130195915699,2.694601058959961,-0.005285040009766817,0.21450568735599518,-0.03579235076904297,3.0,48.0,41.405130272,3072.0
51.38461538461539,-0.7692307829856873,79.0,0.00290315062738955,0.021484375,2.691396474838257,-0.004877180326730013,0.12846218049526215,0.05340170860290527,4.0,64.0,54.347274464,4096.0
64.47368421052632,-1.1578947305679321,76.0,0.005048045422881842,0.0670572891831398,2.6965434551239014,-0.009883256629109383,0.10102245211601257,0.07502579689025879,5.0,80.0,67.778479984,5120.0
72.13207547169812,-2.0754716396331787,78.0,0.0051194955594837666,0.0540364570915699,2.6808440685272217,-0.009827234782278538,0.0728975459933281,0.15156233310699463,6.0,96.0,80.894334514,6144.0
73.0,-2.035087823867798,74.0,0.00630808575078845,0.0690104141831398,2.6728765964508057,-0.012776009738445282,0.06355644017457962,0.2281346321105957,7.0,112.0,94.626830935,7168.0
73.95522388059702,-2.014925479888916,79.0,0.0036405317950993776,0.0442708320915699,2.6803910732269287,-0.005150449462234974,0.16199837625026703,0.0744929313659668,8.0,128.0,107.51215785,8192.0
74.65822784810126,-2.202531576156616,82.0,0.004457888193428516,0.0530598945915699,2.6783313751220703,-0.009163379669189453,0.08280561864376068,0.12754136323928833,9.0,144.0,119.965391733,9216.0
75.73195876288659,-2.3092782497406006,81.0,0.004333374090492725,0.0436197929084301,2.6667232513427734,-0.011678718961775303,0.08513560891151428,0.10351848602294922,10.0,160.0,132.523751138,10240.0
